id,avis,label,categorie,difficulte,clean_avis,tokens_count,text_without_stopwords,processed_avis
169,La commande est bien arrivée mais sans facture.,mitigé,administratif,opinion_mixte,la commande est bien arrivée mais sans facture,8,commande arrivée facture,commande arriver facture
170,"Super, ma carte a encore été débitée deux fois.",négatif,paiement,sarcasme,super ma carte a encore été débitée deux fois,9,super carte encore été débitée deux fois,super carte encore éter débiter deux fois
171,"Colis remis en main propre, parfait.",positif,livraison,simple,colis remis en main propre parfait,6,colis remis main propre parfait,colis remis main propre parfait
172,Je ne m'attendais pas à ce niveau de qualité pour ce prix.,positif,produit,négation_positive,je ne m'attendais pas à ce niveau de qualité pour ce prix,12,ne m'attendais pas niveau qualité prix,ne m'attendais pas niveau qualiter prix
173,Votre application manque de fonctionnalités importantes.,mitigé,application,opinion_mixte,votre application manque de fonctionnalités importantes,6,application manque fonctionnalités importantes,application manque fonctionnalitéer importantes
174,Le service client m'a rappelé comme promis.,positif,support,simple,le service client m'a rappelé comme promis,7,service client m'a rappelé promis,service client m'a rappeler promis
175,Article endommagé à la réception.,négatif,produit,problème,article endommagé à la réception,5,article endommagé réception,article endommager réception
176,Connexion au compte sécurisée et rapide.,positif,application,simple,connexion au compte sécurisée et rapide,6,connexion compte sécurisée rapide,connexion compte sécuriser rapide
177,Le remboursement est en cours de traitement.,neutre,remboursement,factuel,le remboursement est en cours de traitement,7,remboursement cours traitement,rembourse cours traite
178,"Vraiment nul, ne commandez pas là.",négatif,general,simple,vraiment nul ne commandez pas là,6,vraiment nul ne commandez pas là,vrai nul ne commandez pas là
179,Bon produit mais notice illisible.,mitigé,produit,opinion_mixte,bon produit mais notice illisible,5,bon produit notice illisible,bon produit notice illisible
180,Je ne peux pas croire que ce service soit aussi efficace.,positif,support,négation_positive,je ne peux pas croire que ce service soit aussi efficace,11,ne peux pas croire service soit efficace,ne peux pas croire service soit efficace
181,Livraison en deux jours comme annoncé.,positif,livraison,simple,livraison en deux jours comme annoncé,6,livraison deux jours annoncé,livraison deux jours annoncer
182,Le service est irréprochable.,positif,general,simple,le service est irréprochable,4,service irréprochable,service irréprochable
183,Impossible de mettre à jour mes informations bancaires.,négatif,paiement,problème,impossible de mettre à jour mes informations bancaires,8,impossible mettre jour informations bancaires,impossible mettre jour informations bancaires
184,J'aurai préféré plus d'options de livraison.,mitigé,livraison,opinion_mixte,j'aurai préféré plus d'options de livraison,6,j'aurai préféré d'options livraison,j'aurai préférer d'options livraison
185,"Votre bot est vraiment très intelligent, il ne comprend rien.",négatif,support,sarcasme,votre bot est vraiment très intelligent il ne comprend rien,10,bot vraiment intelligent ne comprend rien,bot vrai intelligent ne comprend rien
186,Email de suivi reçu.,neutre,administratif,factuel,email de suivi reçu,4,email suivi reçu,email suivi recevoir
187,L'accessoire fourni est de très bonne facture.,positif,produit,simple,l'accessoire fourni est de très bonne facture,7,l'accessoire fourni bonne facture,l'accessoire fourni bonne facture
188,Le produit est fragile et casse rapidement.,négatif,produit,problème,le produit est fragile et casse rapidement,7,produit fragile casse rapidement,produit fragile casse rapide
189,Je ne pensais pas que le service serait aussi attentif.,positif,support,négation_positive,je ne pensais pas que le service serait aussi attentif,10,ne pensais pas service serait attentif,ne pensais pas service serait attentif
190,Paiement en ligne simple et intuitif.,positif,paiement,simple,paiement en ligne simple et intuitif,6,paiement ligne simple intuitif,paie ligne simple intuitif
191,Commande reçue avec une pièce manquante.,négatif,produit,problème,commande reçue avec une pièce manquante,6,commande reçue pièce manquante,commande recevoir pièce manquante
192,"Je suis mitigé, certains points sont bons, d'autres non.",mitigé,general,opinion_mixte,je suis mitigé certains points sont bons d'autres non,9,suis mitigé certains points bons d'autres non,suis mitiger certains points bons d'autres non
193,L'application charge très lentement.,négatif,application,problème,l'application charge très lentement,4,l'application charge lentement,l'application charge lente
194,Merci pour le geste commercial !,positif,remboursement,simple,merci pour le geste commercial,5,merci geste commercial,merci geste commercial
195,Je n'avais pas de grandes attentes et j'ai été agréablement surpris.,positif,produit,négation_positive,je n'avais pas de grandes attentes et j'ai été agréablement surpris,11,n'avais pas grandes attentes j'ai été agréablement surpris,n'avais pas grandes attentes j'ai éter agréable surpris
196,Votre équipe de livraison est aux petits soins.,positif,livraison,simple,votre équipe de livraison est aux petits soins,8,équipe livraison petits soins,équipe livraison petits soins
197,"J'ai signalé le problème il y a une semaine, pas de retour.",négatif,support,problème,j'ai signalé le problème il y a une semaine pas de retour,12,j'ai signalé problème semaine pas retour,j'ai signaler problème semaine pas retour
198,Produit emballé avec soin.,positif,produit,simple,produit emballé avec soin,4,produit emballé soin,produit emballer soin
199,"Ah tiens, la livraison promise pour aujourd'hui est repoussée à jeudi.",négatif,livraison,sarcasme,ah tiens la livraison promise pour aujourd'hui est repoussée à jeudi,11,ah tiens livraison promise aujourd'hui repoussée jeudi,ah tiens livraison promise aujourd'hui repousser jeudi
200,Mot de passe mis à jour.,neutre,administratif,factuel,mot de passe mis à jour,6,mot passe mis jour,mot passe mis jour
201,Le produit dépasse mes attentes.,positif,produit,simple,le produit dépasse mes attentes,5,produit dépasse attentes,produit dépasse attentes
202,Je ne comprends pas la facture reçue.,négatif,administratif,problème,je ne comprends pas la facture reçue,7,ne comprends pas facture reçue,ne comprends pas facture recevoir
203,Service clientèle joignable rapidement.,positif,support,simple,service clientèle joignable rapidement,4,service clientèle joignable rapidement,service clientèle joignable rapide
204,Livraison retardée à cause de votre transporteur.,négatif,livraison,problème,livraison retardée à cause de votre transporteur,7,livraison retardée cause transporteur,livraison retarder cause transporteur
205,L'appli est bien pensée pour les débutants.,positif,application,simple,l'appli est bien pensée pour les débutants,7,l'appli pensée débutants,l'appli penser débutants
206,J'ai dû attendre 3 semaines pour une réponse simple.,négatif,support,problème,j'ai dû attendre 3 semaines pour une réponse simple,8,j'ai dû attendre semaines réponse simple,j'ai dû attendre semaines réponse simple
207,Les coordonnées de livraison étaient incorrectes mais vous les avez corrigées.,mitigé,livraison,opinion_mixte,les coordonnées de livraison étaient incorrectes mais vous les avez corrigées,11,coordonnées livraison étaient incorrectes avez corrigées,coordonnéer livraison étaient incorrectes avez corrigéer
208,Je n'aurais jamais imaginé un service si rapide.,positif,support,négation_positive,je n'aurais jamais imaginé un service si rapide,8,n'aurais jamais imaginé service rapide,n'aurais jamais imaginer service rapide
209,Montant débité incorrect.,négatif,paiement,problème,montant débité incorrect,3,montant débité incorrect,montant débiter incorrect
210,Votre service est le meilleur que j'ai utilisé.,positif,general,simple,votre service est le meilleur que j'ai utilisé,8,service meilleur j'ai utilisé,service meilleur j'ai utiliser
211,Réclamation enregistrée sous le numéro 44521.,neutre,administratif,factuel,réclamation enregistrée sous le numéro 44521,5,réclamation enregistrée numéro,réclamation enregistrer numéro
212,Le design de l'emballage est soigné.,positif,produit,simple,le design de l'emballage est soigné,6,design l'emballage soigné,design l'emballage soigner
213,Je pensais être déçu et finalement non.,positif,general,négation_positive,je pensais être déçu et finalement non,7,pensais déçu finalement non,pensais décevoir finale non
214,Mon adresse email n'est pas reconnue par votre système.,négatif,application,problème,mon adresse email n'est pas reconnue par votre système,9,adresse email n'est pas reconnue système,adresse email n'est pas reconnue système
215,"Livraison à l'heure, coursier sympathique.",positif,livraison,simple,livraison à l'heure coursier sympathique,5,livraison l'heure coursier sympathique,livraison l'heure coursier sympathique
216,Trop de pubs dans l'application.,négatif,application,problème,trop de pubs dans l'application,5,trop pubs l'application,trop pubs l'application
217,La commande est toujours en attente de traitement après 5 jours.,négatif,livraison,problème,la commande est toujours en attente de traitement après 5 jours,10,commande toujours attente traitement après jours,commande toujours attente traite après jours
